Row,id12258,id12264,id12267,id12276,id12294,id12295,id12296,id12300,id13125,id15092,id15096,id15097,id15100,id16419,id3846,id3847,id3855,id3870,id3886,id3891,id3897,id3922,id3938,id3942
id16412,1,0.952380952380952,1,0.904761904761905,1,1,1,1,0.904761904761905,0.944444444444444,1,0.944444444444444,1,0.9375,0.952380952380952,1,0.952380952380952,0.952380952380952,1,1,1,1,1,0.952380952380952
id16413,0.958333333333333,0.958333333333333,1,1,1,1,1,0.958333333333333,1,1,1,1,1,1,1,1,0.958333333333333,1,0.916666666666667,1,1,1,1,1
id16414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id16415,0.956521739130435,0.956521739130435,1,0.956521739130435,1,1,1,0.956521739130435,1,1,1,1,1,1,1,1,0.956521739130435,1,0.956521739130435,1,1,1,1,1
id16416,1,1,0.9,1,1,1,1,1,1,1,1,1,1,0.9375,1,0.95,1,1,0.8,1,1,0.95,1,1
id16417,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1
id16418,1,1,1,0.714285714285714,1,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id16419,0.941176470588235,0.970588235294118,0.970588235294118,0.970588235294118,1,1,1,0.911764705882353,1,1,1,1,1,1,1,1,0.970588235294118,1,0.941176470588235,1,0.967741935483871,1,1,1
id16420,1,1,0.941176470588235,0.823529411764706,1,1,1,1,0.941176470588235,1,1,1,1,1,1,1,1,1,0.941176470588235,1,1,1,1,1
id16422,1,1,1,0.666666666666667,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id16423,1,1,0.96,0.88,1,1,1,0.96,0.96,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1
id16424,0.904761904761905,0.952380952380952,1,0.9,1,1,1,0.952380952380952,0.904761904761905,1,1,0.944444444444444,1,1,1,1,0.952380952380952,1,1,1,0.952380952380952,1,1,1
id16426,0.888888888888889,0.888888888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,1,1,1,1,1,1
id16429,1,1,1,0.5,1,NaN,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id16430,1,1,0.9375,1,1,1,1,0.9375,0.9375,1,1,0.933333333333333,1,1,1,1,1,1,1,1,1,1,1,1
id17720,0.888888888888889,1,1,0.888888888888889,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.888888888888889,1,1,1
id3844,0.966666666666667,0.933333333333333,0.966666666666667,1,1,0.96,1,1,0.962962962962963,1,1,1,1,0.875,1,0.966666666666667,0.966666666666667,1,0.966666666666667,0.966666666666667,0.964285714285714,1,1,1
id3846,1,1,1,0.918918918918919,1,1,1,1,0.967741935483871,1,1,1,1,1,1,1,0.972972972972973,1,0.945945945945946,1,1,1,1,0.972972972972973
id3847,0.966666666666667,0.966666666666667,0.96551724137931,0.966666666666667,1,1,1,0.95,0.982758620689655,1,0.979166666666667,0.957446808510638,1,0.962962962962963,0.983333333333333,0.983333333333333,1,1,0.949152542372881,0.966666666666667,0.982456140350877,0.983333333333333,1,1
id3855,0.980769230769231,1,0.96078431372549,0.961538461538462,0.978723404255319,0.976744186046512,1,0.980769230769231,0.934782608695652,1,1,0.933333333333333,1,1,0.980769230769231,0.980769230769231,1,1,0.980392156862745,0.980769230769231,1,1,0.980392156862745,1
id3870,0.970588235294118,0.970588235294118,1,1,1,1,1,0.941176470588235,0.967741935483871,1,1,0.947368421052632,1,1,1,1,1,1,0.970588235294118,0.96969696969697,0.96969696969697,1,1,1
id3886,0.972222222222222,0.985915492957747,1,0.958333333333333,1,1,1,0.972222222222222,0.956521739130435,0.977777777777778,1,0.956521739130435,1,0.96,0.986111111111111,1,0.986111111111111,0.972222222222222,1,1,0.985507246376812,1,1,0.986111111111111
id3891,0.982142857142857,0.982142857142857,0.963636363636364,0.982142857142857,0.961538461538462,0.98,0.962264150943396,0.964285714285714,0.959183673469388,1,1,0.916666666666667,1,1,0.982142857142857,0.982142857142857,0.946428571428571,0.981818181818182,0.945454545454545,0.981818181818182,0.981818181818182,0.981132075471698,0.981818181818182,0.964285714285714
id3895,1,0.956521739130435,0.954545454545455,1,1,1,1,1,0.947368421052632,0.9,1,0.909090909090909,1,0.75,0.956521739130435,1,0.956521739130435,0.956521739130435,1,1,1,1,1,0.956521739130435
id3896,1,0.9,0.9,0.8,1,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1
id3897,1,1,0.975,1,1,1,1,1,0.970588235294118,1,1,0.954545454545455,1,1,0.975,1,1,1,1,0.975,1,1,1,1
id3922,0.96969696969697,0.96969696969697,0.96969696969697,1,1,1,1,0.939393939393939,1,1,1,1,1,0.875,1,0.96969696969697,0.96969696969697,1,0.878787878787879,0.96875,0.967741935483871,0.96875,1,0.96969696969697
id3933,0.875,1,1,1,0.956521739130435,1,1,0.958333333333333,0.947368421052632,1,1,1,1,1,1,1,0.958333333333333,0.958333333333333,0.916666666666667,1,0.916666666666667,0.958333333333333,0.956521739130435,0.916666666666667
id3934,1,0.958333333333333,1,1,1,1,1,0.958333333333333,1,1,1,0.909090909090909,1,1,1,1,1,1,0.958333333333333,0.958333333333333,1,1,1,1
id3938,0.985714285714286,0.971428571428571,1,0.971014492753623,1,1,1,0.985714285714286,0.969230769230769,1,1,0.977777777777778,1,1,1,1,0.971428571428571,1,0.942857142857143,0.985714285714286,1,1,1,0.985714285714286
id3942,0.977272727272727,0.954545454545455,0.954545454545455,1,0.975609756097561,1,1,0.977272727272727,0.975,1,1,1,1,0.933333333333333,0.977272727272727,0.977272727272727,0.977272727272727,1,0.928571428571429,0.931818181818182,1,0.977272727272727,1,1
id3956,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1
