Row,id11296,id11540,id11948,id12034,id12036,id12066,id13503,id13938,id16994,id516,id525,id531,id549,id560,id561,id563,id565,id578,id581,id591,id599,id605,id607,id610,id616,id620,id633,id637,id847,id850,id855,id860,id862,id863
id605,NaN,2,2,4,3,6,NaN,2,2,NaN,5,7,2,3,NaN,2,NaN,2,6,4,NaN,8,2,6,1,2,2,4,2,6,6,NaN,5,2
id607,NaN,NaN,NaN,NaN,2,1,1,2,3,1,NaN,2,2,2,NaN,1,NaN,NaN,NaN,1,1,2,3,2,NaN,NaN,2,1,NaN,2,NaN,NaN,1,3
id610,NaN,NaN,NaN,8,2,6,NaN,6,4,NaN,7,8,2,2,1,2,2,NaN,6,6,2,6,2,10,1,NaN,2,8,NaN,8,6,NaN,8,2
id616,1,1,NaN,2,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,1,2,NaN,NaN,1,NaN,2,1,1,2,NaN
id620,NaN,2,2,NaN,1,2,NaN,NaN,NaN,NaN,2,1,NaN,1,NaN,2,NaN,2,2,NaN,NaN,2,NaN,NaN,NaN,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN
id633,2,2,2,2,2,NaN,NaN,4,2,NaN,NaN,4,4,2,NaN,2,NaN,2,2,2,NaN,2,2,2,NaN,NaN,4,NaN,NaN,2,2,NaN,1,2
id637,NaN,NaN,NaN,8,NaN,8,2,4,4,2,8,7,NaN,NaN,1,4,2,1,6,8,3,4,1,8,1,NaN,NaN,10,NaN,6,6,1,7,1
id847,NaN,2,2,NaN,1,2,NaN,NaN,NaN,NaN,2,1,NaN,1,NaN,2,NaN,2,2,NaN,NaN,2,NaN,NaN,NaN,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN
id850,1,1,NaN,7,2,6,1,5,2,NaN,5,8,2,2,NaN,NaN,NaN,NaN,6,6,NaN,6,2,8,2,NaN,2,6,NaN,9,6,1,8,2
id855,2,4,4,8,1,8,NaN,4,NaN,NaN,7,9,2,1,NaN,4,NaN,4,10,8,NaN,6,NaN,6,1,2,2,6,2,6,10,NaN,6,NaN
id860,1,1,NaN,1,NaN,1,2,1,1,1,1,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,1,NaN,2,1,NaN
id862,1,1,NaN,8,1,6,1,5,2,NaN,6,7,1,1,1,1,1,NaN,6,6,1,5,1,8,2,NaN,1,7,NaN,8,6,1,9,1
id863,1,1,NaN,NaN,3,1,1,2,3,1,1,2,3,3,1,1,1,1,NaN,1,1,2,3,2,NaN,NaN,2,1,NaN,2,NaN,NaN,1,4
