Row,id12223,id5489,id5516,id5492,id5508,id5499,id5498,id5528,id5568,id5500,id5569,id5518,id14191,id14765,id14766,id5546,id5519,id5539,id5544,id10578,id10575,id5559,id10577,id5509,id5524,id10818,id10574,id5537,id5573,id10584,id10579,id10570,id14764,id5514,id10571,id11398,id10568,id5547,id5557,id14762,id14444,id10816,id10576,id11395,id11396
id5514,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,1,1,0.5,0.666666666666667,1,1,1,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,1,1,1,1,1,1,0.5,1,1,1,1
id10571,0,0,0,0,1,1,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id11398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10568,0.5,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5547,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id5557,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14762,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,1,1,1,0,1,1,0,1,1,1,NaN,NaN,1,1,1,0,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1,1
id14444,0,0,0,0,0,0,1,NaN,NaN,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1,1
id10816,0,0,1,0,0,0,1,0,1,0,0,0,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id10576,0,1,0,0,0,0,0,1,0,0,0,0,NaN,NaN,NaN,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id11395,0,1,0,0,1,1,0,0.5,1,0.5,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,0,1,NaN,1,1,1,1,0.5,1,1
id11396,0,1,0,0,0,0,0,1,0,0,0,0,NaN,NaN,NaN,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
