name,party_name,year,district,ag_count,candidate_count,comm_count,construct_count,defense_count,energy_count,finance_count,general_count,government_count,health_count,ideology_count,labor_count,law_count,non_count,partyfund_count,public_count,transportation_count,uncoded_count,unitem_count,total_count,ag,candidate,comm,construct,defense,energy,finance,general,government,health,ideology,labor,law,non,partyfund,public,transportation,uncoded,unitem,total,year_count
"MICHAEL, NANCY A",DEMOCRATIC,2010,HOUSE DISTRICT 044,5,7,3,4,0,5,8,2,3,9,0,51,9,0,23,0,3,80,1,213,2350,6716.17,1500,1000,0,1900,5800,1000,125,3225,0,65675,4350,0,127557.64,0,600,18101.27,9945.43,249845.51,1
"MILLER, DOUG",REPUBLICAN,2014,HOUSE DISTRICT 048,1,2,2,7,0,6,13,9,1,0,2,1,5,0,0,0,0,85,3,137,455,1022.07,920,6719,0,3094,7348,3201,455,0,1203,91,1559,0,0,0,0,29701.1169,532.25,56300.4369,2
"MILLER, PATRICIA L",REPUBLICAN,2012,SENATE DISTRICT 032,3,20,9,4,0,11,21,33,2,201,0,6,44,0,9,0,0,288,0,651,1008,8454.0768,5664,4848,0,3720,23884.8,23712.96,120,170172,0,2544,13152,0,174773.9136,0,0,131312.9952,0,563366.7456,1
"MILLER, PETE",REPUBLICAN,2012,SENATE DISTRICT 024,1,16,14,16,1,18,29,39,1,32,6,4,25,0,8,0,3,126,45,384,455,12168.5,9239.9056,11342,455,6781,14726,25442.5238,96,11864.5,20247.5,1638,7360,0,58624.3135,0,1183,39993.2703,2852.8801,224469.3933,2
"MILLER, TERRY L",DEMOCRATIC,2012,HOUSE DISTRICT 070,0,2,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,16,1,26,0,384,0,0,0,0,0,0,0,240,0,2688,0,0,733.4016,0,0,9841.92,168,14055.3216,1
"MISHLER, RYAN D",REPUBLICAN,2012,SENATE DISTRICT 009,19,4,37,15,1,41,54,89,2,115,7,4,29,0,0,0,12,209,6,644,5460,1062.7,24343.5,6537,455,19925.12,27934,35730.4184,1390,63739.3,2174.37,1182.5,14139.4,0,0,0,6798.5,67852.6368,5797,284521.4452,2
"MOED, JUSTIN",DEMOCRATIC,2012,HOUSE DISTRICT 097,1,54,16,21,0,24,46,59,28,17,51,78,87,0,4,0,7,208,5,706,48,23630.1816,7581.75,7630.2176,0,7250,16433,33671.3913,1954.45,4587,6867.7858,34073,22696.0402,0,5522.5648,0,2457.5,43911.8961,1018.2,219332.9774,3
"MOELLER, DAVID",DEMOCRATIC,2010,HOUSE DISTRICT 055,0,6,0,0,0,0,0,0,2,0,0,5,0,0,3,0,0,10,3,29,0,7837.36,0,0,0,0,0,0,960,0,0,1397,0,0,1265.6,0,0,2366,2789,16614.96,2
"MOORE, DEE M",DEMOCRATIC,2016,HOUSE DISTRICT 018,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,1,18,0,0,91,0,0,0,0,0,0,0,47.2745,0,0,0,0,0,0,2898.5229,354.9182,3391.7156,1
"MORGAN, KATIE",DEMOCRATIC,2012,HOUSE DISTRICT 031,0,8,0,0,0,0,2,2,2,0,1,38,3,0,14,0,1,124,25,220,0,3513.6,0,0,0,0,168,86.4,288,0,138.3072,54768,168,0,74562.4416,0,480,17962.56,3338.88,155474.1888,1
"MORRELL, JEREMIAH",LIBERTARIAN,2012,HOUSE DISTRICT 054,0,8,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,23,3,39,0,653.0784,0,163.2,0,0,0,0,0,0,0,0,0,0,1216.08,0,0,1790.4,208.848,4031.6064,1
"MORRIS, JACK E",DEMOCRATIC,2010,SENATE DISTRICT 015,0,7,0,4,0,1,2,0,3,0,17,52,36,0,5,0,0,270,10,407,0,3385,0,4930,0,186,1100,0,229.25,0,4840.7541,81479.25,17619.5,0,11533.6436,0,0,74550.5114,5213.15,205067.0591,2
"MORRIS, ROBERT (BOB)",REPUBLICAN,2010,HOUSE DISTRICT 084,1,12,5,11,1,30,25,58,0,10,4,6,28,0,1,0,5,163,3,363,4650,14215.15,1640,11170,232.5,14222,21167,54848,0,3803,10815.2,4459,9691,0,13020,0,2244,60410.6,1784.9,228372.35,4
"MORRISON, ALAN",REPUBLICAN,2010,HOUSE DISTRICT 043,7,17,14,14,0,43,21,43,4,6,16,4,19,0,48,0,0,138,14,408,4992,13305.67,8902.5,15700,0,19944,28815,67790.7565,2386,2493,184151.01,2139,6255.5,0,405165.0692,0,0,61867.6755,16258.0362,840165.2174,4
"MORRISON, DAN",DEMOCRATIC,2012,HOUSE DISTRICT 048,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,6,0,1212.7296,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,9600,0,11292.7296,1
"MOSELEY, CHARLES A (CHUCK)",DEMOCRATIC,2010,HOUSE DISTRICT 010,0,20,15,3,0,21,11,11,1,21,0,220,18,0,1,0,1,138,2,483,0,4580,8670.25,632.5,0,6976,3939.5,4882.6028,91,6034,0,109885.95,8784.5,0,1344,0,455,33203.65,419,189897.9528,4
"MOSES JR, WINFIELD C",DEMOCRATIC,2010,HOUSE DISTRICT 081,0,17,16,20,0,12,21,20,1,15,1,39,23,0,10,0,7,88,26,316,0,69156.2816,7990,23640.77,0,7468,6976,6568,240,5576,1440,43020,13392,0,25010.3168,0,4180,19022.5,1429.216,235109.0844,2
"MOSS, PAUL",REPUBLICAN,2012,HOUSE DISTRICT 052,0,5,0,2,0,0,1,3,1,5,0,0,2,0,0,0,0,45,1,65,0,8053.5552,0,384,0,0,96,5232,96,1056,0,0,624,0,0,0,0,13441.2384,96,29078.7936,1
"MOSS, RICHARD",REPUBLICAN,2014,HOUSE DISTRICT 063,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,120,1,125,232.5,0,0,0,0,0,0,0,325.5,186,0,0,0,0,0,0,0,26612.9265,93,27449.9265,1
"MOTSINGER, TIM",REPUBLICAN,2012,HOUSE DISTRICT 092,0,10,0,6,0,6,1,11,3,0,1,18,7,0,5,0,0,144,3,215,0,2160,0,1536.96,0,4320,480,9600,288,0,5760,28838.4,1248,0,52745.2992,0,0,55142.3328,1147.2,163266.192,1
"MOULTON, BRADFORD",REPUBLICAN,2014,HOUSE DISTRICT 092,0,7,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,24,2,37,0,7220,0,0,0,0,0,465,91,0,0,455,91,0,0,0,0,3612.0925,414.59,12348.6825,2
"MRVAN JR, FRANK",DEMOCRATIC,2010,SENATE DISTRICT 001,0,13,10,2,0,16,33,19,0,17,0,21,13,0,0,0,8,38,3,193,0,23532.2102,9255,529,0,5170.5,9911.5,5703,0,6047,0,8570,5468,0,0,0,2858,9988.5,232.5,87265.2102,2
"MULHOLLAND, ZACH",DEMOCRATIC,2012,HOUSE DISTRICT 100,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,2,16,0,1085.5872,0,0,0,0,0,6978.7296,0,0,0,0,0,0,0,0,0,3000,2325.408,13389.7248,1
"MUSGRAVE, CHERYL A W",REPUBLICAN,2010,HOUSE DISTRICT 077,0,18,0,2,0,13,10,9,0,2,2,0,15,0,6,0,0,132,2,211,0,77821.42,0,400,0,6069.03,4385.54,5500,0,500,9000,0,6545.76,0,41682,0,0,45723.49,8136.61,205763.85,1
"NASH, CURTIS",DEMOCRATIC,2016,HOUSE DISTRICT 084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.3,0,300.3,1
"NEASE, JAMES M",LIBERTARIAN,2012,HOUSE DISTRICT 100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,315.6096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.6096,1
"NEESE, TIMOTHY",REPUBLICAN,2010,HOUSE DISTRICT 048,2,4,13,9,0,36,12,14,0,16,1,4,15,0,1,0,1,75,11,214,588,14784,7840,2940,0,12406,7000,6188,0,4468,1000,6202,4304,0,5760,0,192,16142,6789.5424,96603.5424,2
"NEGELE, SHARON",REPUBLICAN,2010,HOUSE DISTRICT 042,8,23,12,9,0,35,21,41,0,14,9,3,21,0,26,0,6,147,9,384,1470,28040.23,6045.5,4234.5,0,14910,22097,17283.0963,0,4036,56340.51,778.5,7705,0,134539.1352,0,2360.7,63402,4478.9472,367721.1187,4
"NIEMEYER, RICK",REPUBLICAN,2012,HOUSE DISTRICT 011,3,4,1,1,0,4,4,5,0,0,1,13,5,0,14,0,1,167,3,226,1450.5,8389.3728,930,186,0,1674,1449,2433,0,0,2325,14794.5,1914,0,55225.1928,0,279,39815.4021,15969.9,146834.8677,2
"NIEZGODSKI, DAVID L",DEMOCRATIC,2010,HOUSE DISTRICT 007,7,32,17,31,0,30,20,35,1,27,1,338,35,0,3,0,14,375,1,967,1632.5,5176.4,10520,10412.5,0,9066,6932.5,13676.5,91,7652.5,922.08,289222.93,18152.5,0,3439.14,0,10337.5,66732.774,1001,454967.824,4
"NISLY, CURT",REPUBLICAN,2014,HOUSE DISTRICT 022,1,7,2,0,0,3,4,5,1,2,8,5,3,0,4,0,3,147,14,209,455,2032.7754,682.5,0,0,819,1931,1921,232.5,552,29693.5,2604,955.5,0,38750.3751,0,1183,30204.2699,13598.6326,125615.053,2
"NOE, CYNTHIA JEAN",REPUBLICAN,2010,HOUSE DISTRICT 087,6,3,11,6,0,12,16,27,0,20,4,2,16,0,9,0,2,73,3,210,1488,5187.84,3650,5656,0,3552,13010,45905.28,0,5532,7010,490,4822,0,32080.9248,0,500,40597.9744,20316.7968,189798.816,2
"NOLAND, GREG",LIBERTARIAN,2010,HOUSE DISTRICT 036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.5,475.5,1
"NORTON, MARK A",DEMOCRATIC,2012,HOUSE DISTRICT 064,0,6,0,1,0,1,1,0,1,0,0,35,0,0,1,0,0,118,2,166,0,1030.4352,0,96,0,336,92.208,0,24,0,0,23616,0,0,96,0,0,9296.7072,189.12,34776.4704,1
"NOTORAS, JUSTIN",DEMOCRATIC,2016,HOUSE DISTRICT 025,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,16,0,0,0,0,0,0,0,0,0,0,0,409.5,0,0,0,0,0,4324.3291,271.18,5005.0091,1
"NOWLIN, DALE",DEMOCRATIC,2016,HOUSE DISTRICT 059,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,16,0,2083.9,0,0,0,0,227.5,0,0,0,0,0,0,0,0,0,0,3890.25,4749.29,10950.94,1
"NUGENT, JOHNNY",REPUBLICAN,2010,SENATE DISTRICT 043,9,0,6,2,0,8,35,21,2,6,1,28,13,0,1,0,11,88,6,237,1800,0,3600,500,0,2500,16129.6,6850,200,1900,500,7286.5,5400,0,500,0,6650,19550,1759.02,75125.12,1
"NYE, DALE",REPUBLICAN,2016,HOUSE DISTRICT 097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.1,0,828.1,1
"OBER, DAVID L",REPUBLICAN,2012,HOUSE DISTRICT 082,7,41,17,11,1,34,35,59,33,17,9,7,32,0,1,0,14,182,15,515,436.65,10868.738,7523,5992.8,232.5,16936,16191.72,24132.6366,2555.8448,5753.5,3450.5,2432.5,10143,0,152.8362,0,6181,39970.5888,4721.16,157674.9744,3
"OBERGFELL, MIKE",REPUBLICAN,2010,HOUSE DISTRICT 081,2,17,0,0,0,0,0,2,1,2,0,0,0,0,3,0,0,55,4,86,1200,11934.8,0,0,0,0,0,5500,1000,750,0,0,0,0,4141.7,0,0,11097.26,4978.54,40602.3,1
"OBRIEN, JOSHUA",LIBERTARIAN,2014,HOUSE DISTRICT 049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,9.3,55.8,1
"OCONNOR, EDWARD DEAN",DEMOCRATIC,2016,HOUSE DISTRICT 058,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,16,1,31,0,0,0,0,0,0,0,0,0,0,2818.8979,1911,0,0,0,0,0,3890.25,1333.15,9953.2979,1
"ODIER, CHARLES E (CHARLIE)",DEMOCRATIC,2012,HOUSE DISTRICT 052,0,0,0,0,0,0,0,1,1,0,0,7,0,0,1,0,0,34,21,65,0,0,0,0,0,0,0,146.475,27.9,0,0,2817,0,0,672,0,0,4144.3059,2330.6016,10138.2825,2
"ODIER, CHARLIE",DEMOCRATIC,2016,HOUSE DISTRICT 052,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,227.5,0,0,1032.85,0,2989.35,1
"ODONNELL, THOMAS C",DEMOCRATIC,2012,HOUSE DISTRICT 015,0,19,0,3,0,0,1,0,2,0,3,30,6,0,9,0,0,177,5,255,0,11417,0,1582,0,0,240,0,374,0,414.9312,49214,1753.5,0,65492.9376,0,0,38948.7046,103.4688,169540.5422,2
"OLIVER, BRAD",REPUBLICAN,2012,HOUSE DISTRICT 034,0,4,0,0,0,1,0,1,1,3,0,0,0,0,0,0,2,59,4,75,0,4224,0,0,0,960,0,96,96,1152,0,0,0,0,0,0,384,14592,4145.1264,25649.1264,1
"OLSON, ERIC L",REPUBLICAN,2012,HOUSE DISTRICT 011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1
"OLSON, SHAWN",REPUBLICAN,2010,SENATE DISTRICT 004,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,26,0,12659.85,0,0,0,0,0,137.4,0,0,0,0,0,0,0,0,0,4181,4130,21108.25,1
"OLTHOFF, JULIE",REPUBLICAN,2014,HOUSE DISTRICT 019,0,3,2,2,0,7,9,7,3,1,5,3,2,0,27,0,1,125,6,203,0,406.45,910,1183,0,2593.5,8508.5,2408.3232,277,273,51478,455,546,0,706053.4153,0,91,24324.044,5621.5261,805128.7586,2
"ORTELL, WESLEY",REPUBLICAN,2012,HOUSE DISTRICT 082,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3137.04,0,0,0,0,0,0,0,0,3137.04,1
"OWENS, BRAD",LIBERTARIAN,2014,HOUSE DISTRICT 054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,259.0701,352.0701,1
"OWENS, KRISTOPHER",DEMOCRATIC,2010,HOUSE DISTRICT 097,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,159.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,209.86,1
"OXENRIDER, MICHAEL J",DEMOCRATIC,2010,SENATE DISTRICT 022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6880.31,485,10865.31,1
"PAPPAS, TOM K",DEMOCRATIC,2016,SENATE DISTRICT 040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797.25,0,1797.25,1
"PATTERSON, LINDSAY",REPUBLICAN,2010,SENATE DISTRICT 043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.77,0,312.77,1
"PAUL, ALLEN E",REPUBLICAN,2010,SENATE DISTRICT 027,2,0,3,1,0,8,70,12,0,14,0,2,17,0,0,0,6,22,0,157,300,0,2500,200,0,2200,61204.93,4400,0,5100,0,750,8950,0,0,0,2050,11750,0,99404.93,1
"PAYNE, JAN",REPUBLICAN,2012,HOUSE DISTRICT 027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,9,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259.2,720,4075.2,1
"PEARSON, JOE",DEMOCRATIC,2010,HOUSE DISTRICT 031,8,1,3,3,0,10,3,5,1,7,0,36,7,0,15,0,2,81,7,189,11550,70,2000,600,0,3700,3800,1800,35,1535,0,63490,3800,0,62994.63,0,3500,25790,1948,186612.63,1
"PELATH, SCOTT DOUGLAS",DEMOCRATIC,2010,HOUSE DISTRICT 009,19,7,29,15,2,54,55,96,3,109,0,122,95,0,4,0,15,290,102,1017,9827,1200,26506,11125,1142.5,51342,57804.7731,56820,568.5,70806,0,99441,80495.0231,0,2059,0,14810,112776.2077,25385.6463,622108.6502,4
"PERFECT JR, CLYDE A (CHIP)",REPUBLICAN,2014,SENATE DISTRICT 043,1,1,1,0,0,2,5,9,0,0,1,0,6,0,2,0,1,54,4,87,930,18600,930,0,0,744,7719,5410.7493,0,0,2325,0,2232,0,31418.5992,0,465,23761.5,455.7,94991.5485,1
"PERRY, BRANDON A",DEMOCRATIC,2012,HOUSE DISTRICT 088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,1
"PFAFF, JIM",REPUBLICAN,2016,HOUSE DISTRICT 065,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,1,15,0,910,2730,0,0,0,0,1820,910,0,0,0,0,0,0,0,0,10731.7119,118.3,17220.0119,1
"PFEIL, RICHARD J",REPUBLICAN,2010,HOUSE DISTRICT 008,0,22,0,0,0,0,0,5,0,1,0,0,0,0,3,0,0,31,5,67,0,349980.1608,0,0,0,0,0,13130,0,960,0,0,0,0,896.2,0,0,109684.6,5196.03,479846.9908,3
"PFLUM, PHILLIP C",DEMOCRATIC,2010,HOUSE DISTRICT 056,5,11,2,2,0,8,6,5,0,2,0,37,13,0,7,0,4,24,4,130,1134,4211.9808,730,1210,0,2348,4398,2118,0,540,0,68812,8438,0,38852.6232,0,2900,5111.45,232.1607,141036.2147,3
"PICKERILL, JOHN",LIBERTARIAN,2016,HOUSE DISTRICT 041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.383,404.0309,1788.4139,1
"PIERCE, MATT",DEMOCRATIC,2010,HOUSE DISTRICT 061,0,2,5,2,0,15,12,15,2,6,4,10,32,0,0,0,5,25,135,270,0,46.21,3460,500,0,4562,3969,6280.5,211,1854.5,648.0763,4160,13615,0,0,0,1735,5957.5,7097.0548,54095.8411,4
"PITMAN, ROBERT M (BOB)",DEMOCRATIC,2016,HOUSE DISTRICT 059,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,94,5,102,0,0,0,0,0,45.5,0,0,0,0,0,0,455,0,0,0,0,18750.3862,16317.21,35568.0962,1
"POLING, JOYCE B",REPUBLICAN,2010,HOUSE DISTRICT 060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726.56,0,2726.56,1
"POND, PHYLLIS J",REPUBLICAN,2010,HOUSE DISTRICT 085,3,3,1,8,0,8,7,9,0,17,0,3,7,0,0,0,3,67,1,137,1038,1130,500,1986,0,2772,2248,3400,0,5294,0,922,1546,0,0,0,850,18268,96,40050,2
"POOL, DAN",REPUBLICAN,2010,HOUSE DISTRICT 025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,9,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.62,401,1236.62,1
"PORTER, DEBORA (DEB)",DEMOCRATIC,2012,SENATE DISTRICT 005,0,9,0,0,0,0,0,0,0,0,8,71,1,0,7,0,0,82,7,185,0,2241,0,0,0,0,0,0,0,0,574.8378,205014,96,0,29813.9136,0,0,18371.76,12256.953,268368.4644,2
"PORTER, GREGORY W",DEMOCRATIC,2010,HOUSE DISTRICT 096,9,5,24,6,0,11,31,63,4,77,0,23,43,0,0,0,5,289,6,596,2672,471.4,16816.5,2268.5,0,4856.5,9457,27340.1484,396.8,28176,0,23167,15388.5,0,0,0,3240,58791.5744,3656.46,196698.3828,4
"POTTER, KEITH R",REPUBLICAN,2012,HOUSE DISTRICT 083,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.4,0,2414.4,1
"POWELL, STEVEN R",REPUBLICAN,2012,HOUSE DISTRICT 029,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1020.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.048,1
"POWERS, DAVID L",REPUBLICAN,2010,HOUSE DISTRICT 051,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,0,14075.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,357.21,14776.41,2
"PRESSEL, JIM",REPUBLICAN,2016,HOUSE DISTRICT 020,0,4,0,8,0,4,5,6,0,0,1,1,0,0,15,0,0,246,0,290,0,1365,0,4959.5,0,2548,4277,15743.2184,0,0,13650,91,0,0,168743.8025,0,0,53958.6411,0,265336.162,1
"PRICE, JOHN",REPUBLICAN,2012,HOUSE DISTRICT 047,2,7,5,18,0,8,14,17,0,1,1,3,20,0,3,0,0,221,5,325,480,6181.7772,2130,7852.2,0,2192.25,5555.55,5547.4173,0,240,960,798,5747.25,0,2355,0,0,65999.4921,1815.54,107854.4766,2
"PRINE, MATT",REPUBLICAN,2016,HOUSE DISTRICT 047,1,5,2,4,0,7,4,3,0,1,0,1,8,0,0,0,0,87,17,140,682.5,1319.5,1365,773.5,0,3958.5,3458,728,0,318.5,0,364,1865.5,0,0,0,0,22399.6318,714.35,37946.9818,1
"PRUETT, MIMI",DEMOCRATIC,2016,HOUSE DISTRICT 055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1905.7948,0,1996.7948,1
"PRYOR, CHERRISH S",DEMOCRATIC,2010,HOUSE DISTRICT 094,6,6,14,6,0,13,27,50,1,34,3,18,34,0,0,0,6,52,11,281,2623,2925,7892.5,2663,0,5718,9183,18592,120,17187.75,338.5692,6323.5,12303.5,0,0,0,2330,14194.1937,4879.6,107273.6129,4
"QUECKBOERNER, AUDREY",REPUBLICAN,2010,HOUSE DISTRICT 085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,46,68,0,0,0,0,0,0,0,0,0,0,0,0,275.04,0,384,0,0,4207.1,2115.228,6981.368,2
"RAATZ, JEFF",REPUBLICAN,2014,SENATE DISTRICT 027,3,4,1,2,0,2,7,26,1,7,6,1,8,0,5,0,1,117,0,191,558,1623.5289,232.5,976.5,0,744,3580.5,32162.5341,23.25,6184.5,23715,465,3115.5,0,43016.8152,0,279,38103.495,0,154780.1232,1
"RAINWATER II, DONALD",LIBERTARIAN,2016,SENATE DISTRICT 020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.9406,77.35,327.2906,1
"RAINWATER, JAMES (JIM)",LIBERTARIAN,2010,HOUSE DISTRICT 028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,1
"RANDOLPH, LONNIE MARCUS",DEMOCRATIC,2012,SENATE DISTRICT 002,0,5,7,3,0,23,10,17,0,2,3,10,15,0,1,0,0,60,1,157,0,637,3980,864.5,0,9048.5,3151,6437,0,515.5,396.9147,3169.5,5499.5,0,182,0,0,14030,144,48055.4147,2
"RAPP, JAMES (PETE)",DEMOCRATIC,2016,HOUSE DISTRICT 075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.4,0,0,91,0,673.4,1
"RATHNOW, GREGORY A (GREG)",DEMOCRATIC,2016,HOUSE DISTRICT 093,0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,64,5,79,0,558.3396,0,0,0,0,0,0,0,0,0,1820,0,0,91,0,0,3931.8279,129.22,6530.3875,1
"REARDON, MARA CANDELARIA",DEMOCRATIC,2010,HOUSE DISTRICT 012,20,73,22,19,1,27,39,36,2,39,8,140,60,0,3,0,3,385,7,884,12826,25153.072,16942,11394,232.5,8270.5,18457.5,20740.1086,259.5,12306.1,1711.431,142397.8,24992.5,0,14269.6,0,1430,83461.6146,817.923,395662.1492,4
"REDDICK, MICHAEL L (MIKE)",DEMOCRATIC,2014,HOUSE DISTRICT 047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.65,0,0,5077.4606,218.4,5673.5106,2
"REINERT, TODD",REPUBLICAN,2010,HOUSE DISTRICT 020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413.75,0,2414.75,1
"RESKE, SCOTT E",DEMOCRATIC,2010,HOUSE DISTRICT 037,2,4,8,2,0,8,5,4,0,18,0,24,10,0,14,0,5,19,2,125,750,2100,4250,600,0,2800,2600,1200,0,6850,0,50550,4550,0,65497,0,1600,11878,5365,160590,1
"RETSON, CHRIS N",REPUBLICAN,2014,HOUSE DISTRICT 019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469.0302,651,4120.0302,1
"REUTEBUCH, BILL",DEMOCRATIC,2010,HOUSE DISTRICT 016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,500,0,0,755,0,0,1026,0,2281,1
"RHOADS, RHONDA J",REPUBLICAN,2010,HOUSE DISTRICT 070,2,43,4,3,0,6,4,32,2,2,9,1,5,0,22,0,0,43,53,231,561,159392.4913,1506,1528,0,1710,1239,69670.0734,246,288,132855,288,1239,0,369368.597,0,0,35701.775,5395.748,780988.6847,3
"RICHARDSON, KATHY KREAG",REPUBLICAN,2010,HOUSE DISTRICT 029,10,20,19,30,0,43,36,52,2,65,4,12,40,0,1,0,13,431,14,792,2443,4693.4744,9985.5,21578.5,0,27535,20382,21646.3517,235.5,25577,4295,3816.5,12432.5,0,6231,0,4816,60423.5615,406.9972,226497.8848,4
"RIDENOUR, MICHAEL B (MIKE)",INDEPENDENT,2010,HOUSE DISTRICT 022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.08,0,559.08,1
"RIDER, BRAD",REPUBLICAN,2012,HOUSE DISTRICT 092,1,0,0,1,0,0,7,61,0,1,0,0,4,0,2,0,0,40,5,122,960,0,0,1920,0,0,12432,58710.4128,0,240,0,0,696,0,147215.904,0,0,27600,1080,250854.3168,1
"RIECKEN, GAIL",DEMOCRATIC,2010,HOUSE DISTRICT 077,1,13,9,14,0,7,47,27,6,30,4,143,36,0,27,0,11,398,126,899,465,2440.5,3970,5287,0,1801,16118,8943.5,1002,8412.4,615.16,75152.7512,9497,0,69832.76,0,4390.136,58173.7864,21134.7309,287235.7245,3
