name,party_name,year,district,ag_count,candidate_count,comm_count,construct_count,defense_count,energy_count,finance_count,general_count,government_count,health_count,ideology_count,labor_count,law_count,non_count,partyfund_count,public_count,transportation_count,uncoded_count,unitem_count,total_count,ag,candidate,comm,construct,defense,energy,finance,general,government,health,ideology,labor,law,non,partyfund,public,transportation,uncoded,unitem,total,year_count
"FREIBERGER, CHARLES (CHUCK)",DEMOCRATIC,2010,SENATE DISTRICT 046,0,25,0,10,0,0,7,3,4,2,7,52,4,0,16,0,0,173,6,309,0,29318.402,0,2401.75,0,0,1376.5,779,744,486,442.1406,84222.1806,4883,0,125807.9825,0,0,33897.6245,15392.863,299751.4432,2
"FRIEDMAN, MIKE",REPUBLICAN,2014,HOUSE DISTRICT 087,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,4,32,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,15808.605,3288.48,20213.085,1
"FRIEND, WILLIAM C",REPUBLICAN,2010,HOUSE DISTRICT 023,32,8,23,34,0,78,40,90,0,56,9,6,45,0,0,0,16,217,15,669,11688,6884.2905,11453,17708.5,0,39148.2241,15626,29871.87,0,27834.5,9091.5,1571.5,13221.5,0,0,0,8792,58689.2491,1846.1557,253426.2894,4
"FRIES, KEN",REPUBLICAN,2014,SENATE DISTRICT 015,0,5,0,0,0,0,4,6,0,1,0,1,1,0,0,0,2,88,3,111,0,5533.5,0,0,0,0,17205,6045,0,930,0,1860,465,0,0,0,18600,52056.2943,1141.3053,103836.0996,1
"FRIZZELL, DAVID N",REPUBLICAN,2010,HOUSE DISTRICT 093,9,15,38,16,1,76,64,87,0,141,8,5,50,0,1,0,18,218,9,756,4726,2307.4574,22229.5,5222.5,186,33634.6654,21519.5,34100.3893,0,53267.1,7275,1156,13464.75,0,76.44,0,7849,54327.7792,1214.7904,262556.8717,4
"FRY, CRAIG RAYMOND",DEMOCRATIC,2010,HOUSE DISTRICT 005,0,1,2,0,0,2,16,10,1,19,0,23,14,0,0,0,5,21,0,114,0,100,2000,0,0,600,9550,4095.87,102,10700,0,12350,9300,0,0,0,2000,8995.87,0,59793.74,1
"FRYE, RANDALL (RANDY)",REPUBLICAN,2010,HOUSE DISTRICT 067,22,26,22,16,0,41,29,72,35,23,5,25,26,0,8,0,24,420,8,802,6372.6,17236.5552,7559.5,7903.5,0,15771.5,10047,27788.35,2633.48,6423,4840,22376.5,15552.87,0,16357.516,0,31385,71818.3971,5916.77,269982.5383,4
"FULTZ, CLINT",REPUBLICAN,2010,HOUSE DISTRICT 094,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,0,21,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,2025,0,2225,1
"FUSSELMAN, RON",REPUBLICAN,2010,HOUSE DISTRICT 050,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,812.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1017,3329.06,1
"GAMBILL, BIONCA D",DEMOCRATIC,2010,HOUSE DISTRICT 046,0,28,1,1,0,1,1,2,1,1,0,60,10,0,35,0,0,146,4,291,0,20442.0913,930,100,0,465,100,700,50,200,0,106071.6806,13910,0,316471.35,0,0,21977.44,8844.18,490261.7419,2
"GARCIA, RICARDO (RICK)",DEMOCRATIC,2012,HOUSE DISTRICT 002,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,848.2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,1616.2272,1
"GARRETT, TYJUAN",DEMOCRATIC,2012,HOUSE DISTRICT 092,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,1,33,0,0,0,0,0,0,0,8532.48,0,0,0,0,0,0,0,0,0,2265.6,48.5376,10846.6176,1
"GARRETT, WM BILLY D",REPUBLICAN,2016,HOUSE DISTRICT 077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769.2675,1769.2675,1
"GAYLOR, BRUCE",DEMOCRATIC,2010,HOUSE DISTRICT 054,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,14,0,5122,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,1157.59,1497,8051.59,1
"GERARDOT, THAD",DEMOCRATIC,2014,HOUSE DISTRICT 081,1,2,0,0,0,0,4,3,2,0,3,4,3,0,0,0,0,77,3,102,465,558,0,0,0,0,1627.5,1162.5,418.5,0,1116,5766,930,0,0,0,0,19153.35,6535.11,37731.96,1
"GIAQUINTA, PHILIP",DEMOCRATIC,2010,HOUSE DISTRICT 080,9,14,34,18,1,47,104,116,2,44,1,35,76,0,2,0,18,270,4,795,2245,9443.38,22664,8281.98,232.5,25843.5,57166.1366,60855.5,211,19695.5,250,20405,65698.8765,0,8193.2111,0,6246,115630.3784,1832.24,424894.2026,4
"GIBSON, SHANE",DEMOCRATIC,2010,HOUSE DISTRICT 072,0,7,0,0,0,0,2,0,1,0,0,20,14,0,32,0,0,61,2,139,0,4850,0,0,0,0,5350,0,200,0,0,62300,12400,0,360099.07,0,0,19442,1853.08,466494.15,1
"GILL, RICK L",DEMOCRATIC,2014,HOUSE DISTRICT 068,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,2,18,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,2069.25,1812.1236,4346.3736,1
"GILLEN II, JAMES P",LIBERTARIAN,2016,HOUSE DISTRICT 007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300.2242,0,3300.2242,1
"GILLIM, PARVIN D",REPUBLICAN,2014,HOUSE DISTRICT 032,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,6,0,6975,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,6045,279,14229,1
"GITHENS, PENNY",DEMOCRATIC,2016,HOUSE DISTRICT 060,0,2,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,43,3,55,0,1638,0,0,0,0,0,0,227.5,0,182,2548,0,0,0,0,0,13225.1392,9495.9774,27316.6166,1
"GLICK, SUSAN C",REPUBLICAN,2012,SENATE DISTRICT 013,11,26,13,3,1,24,24,37,1,21,1,6,20,0,6,0,4,151,2,351,3773,7972.6688,5215.5,1183,227.5,9932,10296,15904.7789,240,6153,9600,2097.5,11365.9592,0,61692.9471,0,1653,26496.7922,239.616,174043.2622,2
"GLUCK, EDWARD J",LIBERTARIAN,2010,SENATE DISTRICT 038,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,232.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,234.75,987.03,1
"GOBEN, TONY",DEMOCRATIC,2014,HOUSE DISTRICT 076,0,1,0,0,0,0,0,0,1,0,0,20,0,0,3,0,0,26,3,54,0,465,0,0,0,0,0,0,558,0,0,6231,0,0,1077.87,0,0,7697.61,2269.2,18298.68,1
"GOEBEL, MIKE",DEMOCRATIC,2010,HOUSE DISTRICT 075,0,5,0,2,0,0,2,4,0,0,0,16,1,0,17,0,0,22,2,71,0,3350,0,250,0,0,1250,1200,0,0,0,12300,1000,0,141023.48,0,0,5560,10218.01,176151.49,1
"GOOD, JOHN A",DEMOCRATIC,2012,HOUSE DISTRICT 083,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,2,10,0,192,0,0,0,0,240,0,96,0,0,192,0,0,0,0,0,1220.16,1233.6,3173.76,1
"GOODIN, TERRY ALLEN",DEMOCRATIC,2010,HOUSE DISTRICT 066,12,19,18,10,0,25,34,37,1,28,2,59,30,0,4,0,6,119,7,411,11668,34236.5,14033.5,5255.5,0,9503.5,24316.5,19049,480,11452,730,89610,11595,0,4562.69,0,2865,35433.3217,8382.8738,283173.3855,4
"GOODWIN, RYAN",REPUBLICAN,2012,SENATE DISTRICT 037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,21,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222.0704,856.8,9998.8704,1
"GORMAN, SEAN",DEMOCRATIC,2016,SENATE DISTRICT 036,0,2,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,13,3,30,0,1735.4792,0,0,0,0,0,0,0,0,0,23159.5,2359.9485,0,5353.5027,0,0,3194.0181,64.4826,35866.9311,1
"GRABOWSKI, SHARON",DEMOCRATIC,2012,HOUSE DISTRICT 072,0,5,0,0,0,0,0,4,1,0,2,7,1,0,3,0,0,128,0,151,0,744,0,0,0,0,0,316.8,192,0,138.3072,10440,96,0,2926.7808,0,0,16628.4,0,31482.288,1
"GRANQUIST, DAN",REPUBLICAN,2012,HOUSE DISTRICT 009,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,20,0,9044.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.8,494.4,10551.3312,1
"GRIDER, CHRIS",DEMOCRATIC,2012,HOUSE DISTRICT 047,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,28,4,39,0,50.4,0,0,0,0,0,0,24,0,0,1056,0,0,96,0,0,3369.6,454.9536,5050.9536,1
"GRIFFIN, AUSTIN",REPUBLICAN,2012,SENATE DISTRICT 008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,6,0,4800,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,2400,1152,9312,1
"GRIMES, JIM",REPUBLICAN,2016,HOUSE DISTRICT 091,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,910,0,0,0,3412.5,0,0,0,0,0,8281,0,12603.5,1
"GROOMS, RONALD",REPUBLICAN,2010,SENATE DISTRICT 046,3,27,6,14,1,13,21,55,3,55,1,4,11,0,22,0,11,406,24,677,651,39210.87,3534,5644,232.5,4016.5,22625,41719.3614,865,19793,18600,1302,3905,0,339489.8772,0,4696.5,140438.4724,27188.0708,673911.1518,2
"GRUBB, FLOYD DALE",DEMOCRATIC,2010,HOUSE DISTRICT 042,4,0,3,6,0,19,9,10,0,11,2,16,19,0,3,0,7,20,1,130,3800,0,3400,4450,0,8550,7450,4450,0,7350,1000,11050,6600,0,5274.88,0,2400,8250,1614,75638.88,1
"GUEST, NATALIE",DEMOCRATIC,2016,HOUSE DISTRICT 030,0,2,0,0,0,0,0,1,0,0,11,6,0,0,4,0,0,22,7,53,0,2775.5,0,0,0,0,0,91,0,0,1901.8454,3458,0,0,3139.5,0,0,1619.8,1506.05,14491.6954,1
"GUILLORY, RYAN",DEMOCRATIC,2012,HOUSE DISTRICT 093,0,48,0,0,0,0,5,2,5,0,0,6,5,0,2,0,0,130,5,208,0,2794.6356,0,0,0,0,143.9328,47.25,357,0,0,1950,236.6208,0,561,0,0,8276.079,387.2787,14753.7969,2
"GUTWEIN, DOUG L",REPUBLICAN,2010,HOUSE DISTRICT 016,22,4,14,20,0,45,23,68,3,23,7,10,37,0,8,0,4,410,3,701,7296.5,849,5919.5,13542,0,15649.5,10838,24874.75,450,7306.5,4041.7,2797.5,9689,0,17331.54,0,1362,81807.6816,1152.35,204907.5216,4
"HADDAD, BOB",DEMOCRATIC,2016,HOUSE DISTRICT 081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,31.9137,182,668.9137,1
"HAIGH, FRED",DEMOCRATIC,2014,HOUSE DISTRICT 084,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,23,0,465,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,3185.25,152.0736,4267.3236,1
"HALDEMAN, RONALD W",SOCIALIST PARTY USA,2012,HOUSE DISTRICT 094,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,1632,1
"HALE, CHRISTINA",DEMOCRATIC,2012,HOUSE DISTRICT 087,2,24,18,2,1,18,49,28,18,28,5,68,69,0,12,0,4,314,1,661,1395,18460.5,13529.65,1209,48,8021,18152.2,17811,2798.5,10100.5,4633.5,129075.5,20380.8825,0,70882.5888,0,1850,76584.1649,91,395022.9862,3
"HAMILTON, CAREY",DEMOCRATIC,2016,HOUSE DISTRICT 087,1,7,1,1,0,1,3,7,6,2,0,8,22,0,0,0,0,249,0,308,455,2347.8,2457,136.5,0,227.5,2320.5,1911,728,455,0,28210,6574.75,0,0,0,0,50506.9383,0,96329.9883,1
"HAMM, RICHARD (DICK)",REPUBLICAN,2012,HOUSE DISTRICT 056,1,10,3,5,0,2,30,33,2,9,4,0,8,0,10,0,0,139,10,266,279,4778.84,1375,1559,0,738,10409.5,26571.7776,561,2982,20281.5,0,1581.5,0,40002.018,0,0,36881.7061,859.5279,148860.3696,3
"HANFORD, ROXANNA",DEMOCRATIC,2014,SENATE DISTRICT 006,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,24,1,29,0,0,0,0,0,465,0,0,0,0,0,1116,0,0,0,0,0,6514.65,1525.2,9620.85,1
"HANNEMAN, CHARLES (CHUCK)",LIBERTARIAN,2010,HOUSE DISTRICT 052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1159,1859,1
"HARBAUGH, GARY",REPUBLICAN,2012,HOUSE DISTRICT 052,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,19,0,25,0,461.6544,0,0,0,0,0,96,297.6,0,0,0,0,0,0,0,0,1992,0,2847.2544,1
"HARBER, TED",REPUBLICAN,2016,HOUSE DISTRICT 050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591.68,0,2591.68,1
"HARDAWAY, RICHARD L",DEMOCRATIC,2010,HOUSE DISTRICT 013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,4800,6800,1
"HARE, JON D",REPUBLICAN,2012,HOUSE DISTRICT 022,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,3,0,15,96,0,0,0,0,0,0,0,0,0,49661.1456,240,0,0,0,0,0,946.5888,0,50943.7344,1
"HARMAN, TIMOTHY P",REPUBLICAN,2012,HOUSE DISTRICT 017,1,75,6,1,0,8,9,16,9,0,3,1,5,0,0,0,0,89,4,227,144,51594.0627,2331,279,0,2604,2995.5,7087.8,2971.8,0,3795,279,1273.5,0,0,0,0,14942.1855,451.9743,90748.8225,2
"HARPER, JESSE",DEMOCRATIC,2016,HOUSE DISTRICT 004,0,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,24,1,36,0,728,0,0,0,0,0,0,0,0,2215.6953,273,182,0,0,0,0,8888.8891,1132.95,13420.5344,1
"HARPER, JIM",DEMOCRATIC,2016,SENATE DISTRICT 005,0,2,0,0,0,0,0,0,1,0,28,20,9,0,14,0,0,106,2,182,0,910,0,0,0,0,0,0,91,0,13240.864,8781.5,24410.75,0,45658.6403,0,0,29510.2171,1130.22,123733.1914,1
"HARRIS JR, EARL L",DEMOCRATIC,2010,HOUSE DISTRICT 002,0,3,4,1,0,22,2,7,2,5,0,10,13,0,0,0,3,38,0,110,0,5088,3890,1920,0,8157.5,768,2713,306,1718,0,2581,4965,0,0,0,1245,6121,0,39472.5,3
"HARRIS, ERIC",REPUBLICAN,2012,SENATE DISTRICT 008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,969.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.1952,0,1087.7952,1
"HARRISON, PHILLIP K",DEMOCRATIC,2010,HOUSE DISTRICT 092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,0,4225,1
"HARSIN, RONALD",REPUBLICAN,2014,HOUSE DISTRICT 066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929.8605,0,929.8605,1
"HART, JOHN T",DEMOCRATIC,2012,HOUSE DISTRICT 011,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,7,3,34,0,597.6576,0,0,0,0,0,0,0,0,0,8304,0,0,0,0,144,633.6,6010.5984,15689.856,1
"HARVEY, SAM",REPUBLICAN,2012,HOUSE DISTRICT 055,0,3,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,44,4,58,0,545.28,1440,0,0,0,480,0,0,288,960,0,528,0,0,0,0,16010.9856,7147.2,27399.4656,1
"HATFIELD, RYAN",DEMOCRATIC,2016,HOUSE DISTRICT 077,0,7,0,5,0,3,9,1,0,0,0,24,7,0,1,0,3,208,12,280,0,1928.9179,0,1683.5,0,819,2912,4550,0,0,0,21339.5,7871.5,0,136.5,0,660.2869,45146.4377,663.845,87711.4875,1
"HAUPTMANN, JOE",LIBERTARIAN,2010,HOUSE DISTRICT 087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,6,0,325,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2650,1210.17,4285.17,1
"HAYES, BETHANY M",GREEN,2010,HOUSE DISTRICT 099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,700,1
"HEAD, RANDALL",REPUBLICAN,2012,SENATE DISTRICT 018,11,102,19,14,0,24,38,26,2,14,1,8,44,0,2,0,5,170,25,505,4109.5,18067.983,12878,6952,0,8738,25353,11288.5,192,6242,720,4402,23009.5,0,3466.4985,0,1774,58666.4398,1699.2,187558.6213,2
"HEATH, JEREMY",REPUBLICAN,2014,HOUSE DISTRICT 077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,14,0,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.2692,13.02,1238.7892,2
"HEATON, ROBERT (BOB)",REPUBLICAN,2010,HOUSE DISTRICT 046,9,20,12,13,0,41,117,42,3,49,12,3,21,0,14,0,6,454,22,838,7623,195983.55,5527,7842,0,24031.5,80829.5,55801.6862,336,17667.5,92565.01,798,8218.5,0,112479.658,0,4166,202703.6156,11010.41,827582.9298,4
"HEINE, DAVE",REPUBLICAN,2016,HOUSE DISTRICT 085,2,2,1,4,0,0,1,6,1,1,2,1,3,0,0,0,1,189,0,214,1137.5,682.5,455,2548,0,0,455,2730,1820,136.5,1046.5,91,1410.5,0,0,0,273,47405.1305,0,60190.6305,1
"HENDERSON, LINDA KAY",DEMOCRATIC,2016,SENATE DISTRICT 044,0,0,0,0,0,0,0,0,1,0,0,11,0,0,8,0,0,88,8,116,0,0,0,0,0,0,0,0,91,0,0,7826,0,0,17387.5702,0,0,20559.63,1861.86,47726.0602,1
"HERRELL, RON",DEMOCRATIC,2010,HOUSE DISTRICT 030,0,2,2,1,0,1,8,7,0,5,0,26,4,0,31,0,1,30,2,120,0,1500,500,500,0,250,5550,2100,0,1750,0,69000,2750,0,259592.62,0,500,26696,1630,372318.62,1
"HERSHMAN, BRANDT",REPUBLICAN,2012,SENATE DISTRICT 007,20,9,71,36,2,101,61,125,0,71,9,7,54,0,1,0,26,168,1,762,16070,16376.5,58349.5,47238,1365,111852.12,67124,87441.0784,0,39894.5,20840,5560,33824.5,0,8604.2016,0,32498,108554.3,45.5,655637.2,2
"HEUER, KATHLEEN (KATHY)",REPUBLICAN,2010,HOUSE DISTRICT 083,3,27,15,13,1,21,22,49,0,23,5,3,22,0,6,0,0,142,12,364,690,21912.5145,4910,7037.288,465,11643.5,20489,44236.8353,0,9373.5,3830,759,10668.925,0,22178.616,0,0,42810.7209,9739.459,210744.3587,3
"HICKMAN, PAMELA L",DEMOCRATIC,2016,SENATE DISTRICT 030,0,2,1,1,0,0,0,2,5,2,0,10,8,0,17,0,0,150,1,199,0,455,45.5,227.5,0,0,0,523.25,2188.1132,341.25,0,4322.5,2821,0,188385.925,0,0,100430.2026,45.5,299785.7408,1
"HICKS, RETHA S",REPUBLICAN,2010,HOUSE DISTRICT 018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084.38,1055,5139.38,1
"HINKLE, PHILLIP D (PHIL)",REPUBLICAN,2010,HOUSE DISTRICT 092,0,5,4,4,0,5,4,6,2,1,0,2,6,0,5,0,3,24,4,75,0,1503.72,2500,6800,0,1500,900,3350,250,300,0,750,1425,0,30300,0,625,6240,1143.5,57587.22,1
"HOCKEMA, CHUCK",REPUBLICAN,2012,HOUSE DISTRICT 027,1,13,1,1,0,0,3,0,10,0,0,0,2,0,7,0,0,74,5,117,48,32871.84,232.5,480,0,0,196.8,0,19329,0,0,0,960,0,23227.884,0,0,31227.7704,3984.3834,112558.1778,2
"HOGAN, STEVEN R",REPUBLICAN,2010,HOUSE DISTRICT 060,0,2,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,123,0,131,0,134.89,0,0,0,0,100,0,70,200,0,0,0,0,0,0,0,15847.05,0,16351.94,1
"HOLDMAN, TRAVIS",REPUBLICAN,2010,SENATE DISTRICT 019,9,1,27,8,1,31,124,44,6,33,0,6,32,0,4,0,18,481,2,827,2742.5,93,18299,5417.5,697.5,13993.46,103951,18223,441.75,12275.5,0,1852,12131.5,0,582,0,6941.5,72357.1722,100,270098.3822,2
"HOLLINGS, LACY K",DEMOCRATIC,2016,HOUSE DISTRICT 090,0,5,0,0,0,0,0,1,2,0,0,10,0,0,0,0,0,80,0,98,0,254.8,0,0,0,0,0,4550,222.95,0,0,4504.5,0,0,0,0,0,6001.0769,0,15533.3269,1
"HOOG, JEROME (JAKE)",DEMOCRATIC,2012,HOUSE DISTRICT 068,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,62,0,71,0,0,0,0,0,0,0,96,0,0,0,3691.2,0,0,144,0,0,4842.0489,0,8773.2489,2
"HOUCHIN, ERIN",REPUBLICAN,2014,SENATE DISTRICT 047,2,27,0,4,0,9,4,19,3,1,8,0,13,0,15,0,1,226,199,531,688.2,19086.7713,0,2092.5,0,5719.5,3255,48983.4534,883.5,93,50685,0,3906,0,166349.751,0,930,60615.633,10200.24,373488.5487,1
"HOUSE, BRIANE M",REPUBLICAN,2010,HOUSE DISTRICT 098,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,12,0,151.14,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,1000,0,1301.14,1
"HOWARD JR, RUDY M",DEMOCRATIC,2016,HOUSE DISTRICT 067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727.5339,301.7833,3029.3172,1
"HOWARD, RANDY",DEMOCRATIC,2016,SENATE DISTRICT 042,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,12,0,796.25,0,0,0,0,0,0,0,0,0,536.9,0,0,0,0,0,887.25,0,2220.4,1
"HOWARD, RUDY",DEMOCRATIC,2014,SENATE DISTRICT 043,0,3,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,12,2,30,0,5145.5691,0,0,0,0,0,141.0252,0,0,384.0714,2208.6291,0,0,0,0,0,2101.3071,1445.2758,11425.8777,1
"HUBER, TIMOTHY J",DEMOCRATIC,2010,HOUSE DISTRICT 091,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,4500,1
"HUERTER, CY",REPUBLICAN,2010,HOUSE DISTRICT 011,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,11,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,2140.3,0,0,3133.3,100,19673.6,1
"HULSMAN, ANDREA",DEMOCRATIC,2016,HOUSE DISTRICT 063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.5555,0,2876.5555,1
"HUME, LINDEL O",DEMOCRATIC,2010,SENATE DISTRICT 048,3,8,11,5,0,35,7,22,1,15,0,7,15,0,0,0,11,67,1,208,900,12375,8700,2100,0,13000,2150,6308,100,5400,0,2750,25250,0,0,0,4700,19517.41,128.68,103379.09,1
"HUPFER, KYLE J",REPUBLICAN,2010,HOUSE DISTRICT 037,6,23,3,12,0,12,13,20,6,3,3,0,59,0,11,0,1,266,2,440,2700,210129.86,1250,6206.74,0,4800,4600,30680.28,2250,1000,11900,0,18987.39,0,68806.65,0,250,62775,930,427265.92,1
"HUSTON, TODD",REPUBLICAN,2012,HOUSE DISTRICT 037,3,8,26,28,0,19,25,63,5,18,12,4,49,0,0,0,5,189,4,458,1102,11048.9181,13395,16452.5,0,6109.5,16083.5,49575.9871,3343.668,6114.5,37680,945,18507.5,0,0,0,2376,53171.364,2936.3543,238841.7915,3
"JACOBS, BRIAN S",REPUBLICAN,2010,SENATE DISTRICT 025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,1180,3526,1
"JAMES, JESSE",DEMOCRATIC,2010,HOUSE DISTRICT 045,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,10,2,25,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,10659,0,0,3250,4259.09,31168.09,1
"JARVIS, BENJAMIN",LIBERTARIAN,2010,HOUSE DISTRICT 021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,325,1
"JENKINS, DEBRA S",DEMOCRATIC,2014,HOUSE DISTRICT 089,0,13,0,0,0,0,1,0,4,0,0,36,2,0,0,0,0,67,1,124,0,2580.75,0,0,0,0,18.6,0,581.25,0,0,25900.5,372,0,0,0,0,10056.09,402.69,39911.88,1
"JOHNSON, BILL",REPUBLICAN,2010,HOUSE DISTRICT 001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1
"JOHNSON, LYNN",DEMOCRATIC,2016,HOUSE DISTRICT 031,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,18,0,364,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,7567.651,52.052,9803.703,1
"JOHNSON, RON",REPUBLICAN,2012,HOUSE DISTRICT 019,0,6,0,0,0,0,1,0,3,0,0,0,1,0,3,0,0,121,1,136,0,3795.84,0,0,0,0,14400,0,662.4,0,0,0,960,0,29664,0,0,39490.4352,648,89620.6752,1
"JOHNSTON, JOHN W",REPUBLICAN,2014,HOUSE DISTRICT 010,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,1,21,465,5347.5,0,0,0,0,0,0,0,0,0,0,0,0,8974.5186,0,0,8069.0334,93,22949.052,1
"JONES, DALE (2 TALL)",REPUBLICAN,2010,HOUSE DISTRICT 067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,8700,0,9200,1
